question,answer,image_id
Qué hay al lado izquierdo del fregadero,botella_de_liquido,image762
Qué hay detrás del grifo,persianas,image762
Qué hay en el soporte de la espátula,estante_cuchillos,image762
Qué hay en el lado izquierdo del microondas,refrigerador,image763
Qué hay en el lado derecho del estante,horno,image763
Qué hay en el segundo último estante del estante de madera,zapato,image763
Qué hay en la mesa de mármol,estufa,image764
Qué hay en el lado derecho del grifo,planta_ornamental,image765
Qué hay por encima del grifo,persianas,image765
Qué hay debajo de la mesa,lavavajillas,image766
Qué hay en el mango,toalla,image766
Cuál es el objeto amarillo en el lado derecho de la mesa,estante_cuchillos,image766
Qué hay encima de la mesa,lámpara_de_araña,image767
Qué hay detrás de la silla,persianas,image767
Qué hay en el refrigerador,"papel, imán",image768
Qué hay en la estufa,tetera,image769
Qué hay al lado izquierdo de la estufa,horno,image769
Qué hay en la estufa,tetera,image770
Qué hay al lado izquierdo de la estufa,microondas,image770
Qué hay al lado izquierdo del salero,batidora_eléctrica,image770
Qué hay a la derecha del fregadero,utensilios_de_cocina,image770
Qué hay al lado izquierdo del grifo,"jabón, caja_de_jabón",image771
Qué hay en el lado izquierdo del jabón,botella_de_líquido_para_lavar_manos,image771
Qué hay por encima del grifo,persianas,image771
Qué hay delante del líquido para lavarse las manos,toalla,image771
Qué hay en el centro de la mesa,"cuenco, artículo_decorativo",image772
Qué hay encima del tazón,lámpara_de_araña,image772
Qué hay en el lado izquierdo del tazón,papel,image772
Qué hay en el lado izquierdo del papel,periódicos,image772
Qué hay alrededor de la mesa,silla,image772
Qué hay en la silla,almohada,image773
Qué hay en el lado derecho de la mesa,refrigerador,image773
Qué hay en el refrigerador,"papel, imán",image773
Qué hay en la pared detrás del cristal,teléfono,image773
lo que está en el lado derecho de la botella de líquido,cargador_de_celular,image774
Qué se conecta al cargador del teléfono celular,teléfono_móvil,image774
Qué hay al lado izquierdo del grifo,envase,image774
Qué hay en el lado izquierdo del contenedor,botella_de_líquido_para_lavar_manos,image774
Qué hay en el lado derecho del grifo,utensilios_de_cocina,image774
Qué hay en el lado derecho del cargador del teléfono celular,caja_de_plástico,image775
Qué hay en el lado derecho de la caja de plástico,"estante_para_cuchillos, cuchillo",image775
Qué hay detrás de los utensilios de cocina,botella_de_liquido,image775
Qué hay al lado izquierdo del fregadero,botella_de_líquido_para_lavar_manos,image775
Qué hay en el lado izquierdo del contenedor,estufa,image776
Cuál es el color del líquido,verde,image776
Qué hay detrás del grifo,tablón_de_madera,image777
Cuántos cajones hay,2,image777
Qué hay encima de la tabla de madera,persianas,image777
Qué hay encima del cajón,horno,image778
Qué hay en la pared,imagen,image778
Qué hay delante de la botella,lámina,image778
Qué hay en la estufa,tetera,image779
Qué hay en el lado derecho de la estufa,"estante_para_cuchillos, cuchillo",image779
Qué hay en el lado derecho del portacuchillos,fruta,image779
Cuál es el objeto más grande,refrigerador,image779
Cuántos cajones hay,2,image779
lo que está en el lado derecho de la botella de líquido,horno,image780
Qué hay en el lado derecho del horno,hervidor_eléctrico,image780
Qué hay en el lado derecho de la estufa,botella_de_liquido,image780
Qué hay delante de la placa de conmutación,máquina_de_café,image780
Cuántas sillas hay,6,image781
Qué hay en la silla,bolsa,image781
Qué hay en la mesa,"papel, artículo_decorativo",image781
Qué hay al lado izquierdo de la silla,persianas,image781
lo que está a la derecha de las persianas,imagen,image782
Qué hay detrás de la silla,mesa,image782
Qué hay en la mesa,"monitor, altavoz, papel",image782
Cuántos cajones hay,4,image782
Qué hay en el lado más izquierdo de la mesa,"bolsa, flor",image783
Lo que está suspendido del techo,lámpara_de_araña,image783
lo que está en el lado derecho de la tapa de plástico,botella,image783
Qué hay detrás de la lámpara de araña,persianas,image783
lo que está a la derecha de las persianas,puerta,image783
Qué hay detrás del perro,refrigerador,image784
Qué hay en la base del armario,vidrio,image784
Qué hay al lado izquierdo de la estufa,microondas,image784
Qué hay en el lado izquierdo del microondas,utensilios_de_cocina,image784
Qué hay en la estufa,utensilio,image785
Cuántos botones hay en la estufa,4,image785
Qué hay en el lado derecho de la estufa,hervidor_eléctrico,image785
Qué hay en el lado derecho de la tetera eléctrica,botella_de_liquido,image785
Qué hay delante de la estufa,toalla,image785
Cuántos cajones hay,4,image785
Qué hay detrás de la olla,botella,image786
lo que hay entre las cegueras,luz,image786
Qué hay a la izquierda de la olla,llave,image786
Qué hay en el lado izquierdo de la llave,vidrio,image786
Qué hay al lado izquierdo del grifo,taza,image787
Cuántas botellas hay,3,image787
Qué hay delante de la pared,monitor,image788
Qué hay debajo de la mesa,imagen,image788
Qué hay delante de la puerta,planta_ornamental,image788
Qué hay en el techo,luz,image789
Qué hay detrás de la planta ornamental,horno,image789
Qué hay en el lado izquierdo del horno,microondas,image789
Cuántas plantas ornamentales hay,3,image789
Qué hay en el refrigerador,"papel, imán",image790
Qué hay al lado izquierdo del fregadero,rollo_de_tejido,image790
Qué hay delante del rollo de papel higiénico,toalla,image790
Cuál es el color de la toalla en el lado derecho del fregadero,amarillo,image790
Lo que está suspendido del techo,luz,image791
Qué hay al final de la mesa de la estufa,planta_ornamental,image791
Qué hay en el lado derecho del horno,puerta,image791
Qué hay en la pared,imagen,image792
lo que está en el lado izquierdo de la tapa de plástico,control_remoto,image792
Cuántos cajones hay,7,image792
lo que está en el lado derecho del monitor,planta_ornamental,image792
Qué hay delante de la planta ornamental,fruta,image793
Qué hay en el lado izquierdo del microondas,"plato, cuenco",image793
Cuántos hornos hay,2,image793
lo que está en la parte derecha del libro,botella,image794
Cuál es el color de las sillas,"azul, rojo",image794
Qué hay a la izquierda de la puerta,ventana,image794
Qué hay en el fregadero,toalla,image795
Qué hay al lado izquierdo del fregadero,utensilios_de_cocina,image795
Qué hay a la izquierda de los utensilios de cocina,rollo_de_tejido,image795
Qué hay delante si el rollo de tejido,papel,image795
Qué hay delante del periódico,vidrio,image795
Qué hay en el lado derecho del grifo,"jabón, caja_de_jabón",image795
Qué hay en el techo,luz,image796
Qué hay en el lado derecho de la estufa,planta_ornamental,image796
Qué hay debajo de la estufa,cajón,image796
Cuántos cajones hay,8,image796
Qué hay en el lado izquierdo de los cajones,lavavajillas,image796
Qué hay en el lado izquierdo del horno,refrigerador,image797
Qué hay debajo del horno,cajón,image797
Qué hay en el refrigerador,"papel, imán",image797
Qué hay en el centro de la mesa,"jarrón, objeto_decorativo",image798
Qué hay alrededor de la mesa,silla,image798
Qué hay en el techo,"ventilador, luz",image798
Qué hay en la pared,decoración_pared,image798
Qué hay a la izquierda de la puerta,planta_ornamental,image798
Qué hay a la izquierda de la decoración de la pared,puerta,image798
Qué hay en el jarrón,planta_ornamental,image799
Cuál es el color del objeto decorativo en la pared,"marrón, blanco",image799
Cuántos estantes son visibles,4,image799
Qué hay delante de la ventana,cartón,image800
Qué hay en el lado izquierdo del plato,vidrio,image800
Qué hay en el lado izquierdo del contenedor,envase,image800
Qué hay al lado izquierdo de la silla,ventana,image801
Qué hay alrededor de la mesa,silla,image801
Qué hay en el lado derecho de la bolsa,estufa,image802
Qué hay en la estufa,tetera,image802
Qué hay en el lado derecho de los utensilios de cocina,lavavajillas,image802
Qué hay en el lado izquierdo de la imagen,ventana,image802
Qué hay detrás de la copa,planta_ornamental,image803
Cuántas copas hay cerca de la planta ornamental,2,image803
Cuántas bolsas de plástico hay,4,image804
Qué hay detrás de la bolsa de plástico,canasta,image804
Cuál es el objeto más grande,refrigerador,image804
Qué hay al lado izquierdo del grifo,botella_de_liquido,image804
Qué hay en el centro de la mesa,"jarrón, flor",image805
Cuál es el color de las flores,"amarillo, rojo",image805
Qué hay alrededor de la mesa,silla,image805
Qué hay en la pared,imagen,image805
Qué hay delante de la placa de conmutación,batidora_eléctrica,image806
Qué hay en el lado derecho del grifo,botella_de_liquido,image806
Qué hay debajo del armario,caja_de_pañuelos,image806
Qué hay en la mesa,estufa,image806
Qué hay en el lado derecho del portacuchillos,refrigerador,image807
lo que está en el lado derecho del soporte de la espátula,taza,image807
de qué color es el refrigerador,negro,image807
Qué hay en el lado izquierdo de la botella de líquido,esponja,image808
Qué hay al lado izquierdo del grifo,"jabón, caja_de_jabón",image808
lo que está en el lado derecho del soporte de la espátula,máquina_de_café,image808
Qué hay en el lado derecho de la máquina de café,exprimidor,image808
Qué hay delante de la puerta,silla,image809
De qué color es la imagen en la pared,rojo,image809
lo que hay detrás de las persianas,ventana,image809
Qué hay en la mesa del cajón,estufa,image809
Qué hay en la silla,bolsa,image810
Qué hay en el lado izquierdo de la mesa,planta_ornamental,image810
Qué hay detrás de la silla,fruta,image810
Qué hay al lado izquierdo del salero,caja_de_plástico,image810
Cuál es el color de la bolsa,gris,image811
Qué hay en la mesa,papel,image811
Qué hay detrás de la señora,mesa,image811
Cuántas botellas de agua hay,2,image812
Qué hay en el lado izquierdo de la estantería,microondas,image812
Cuál es el objeto más grande,refrigerador,image812
Qué hay delante de las verduras,papel,image813
Qué hay al lado izquierdo del grifo,botella_de_líquido_para_lavar_manos,image813
Qué hay en el lado derecho del grifo,taza,image813
Qué hay a la derecha del fregadero,utensilios_de_cocina,image813
Qué hay en el lado derecho de los utensilios de cocina,rollo_de_tejido,image813
lo que está en el lado derecho del rollo de tejido,envase,image813
Qué hay delante de la pared,estufa,image814
Cuántos cajones hay,9,image814
lo que está en el lado derecho de los contenedores,ventana,image814
Qué hay en el jarrón de color rojo,planta_ornamental,image814
Qué hay al lado izquierdo de la pared,refrigerador,image815
Qué hay en el lado izquierdo del refrigerador,horno,image815
De qué color es el vaso de la mesa,"azul, blanco",image815
Qué hay delante de la estufa,florero,image816
Qué hay al lado izquierdo de la estufa,botella_de_liquido,image816
Qué hay delante del jarrón de flores,periódicos,image816
Qué hay debajo del armario,monitor,image816
Qué hay debajo de la estantería,microondas,image817
Qué hay delante del cubo,papel,image817
Qué hay delante de la ventana,planta_ornamental,image817
Qué hay en el lado izquierdo del monitor,cartón,image818
Qué hay a la derecha del fregadero,jarra,image818
Qué hay en el lado izquierdo del cajón,lavavajillas,image818
Qué hay en el lado derecho del grifo,planta_ornamental,image818
Cuántos cajones están abiertos,1,image819
Qué hay debajo del monitor,reproductor_de_dvd,image819
Cuál es el color del cajón,rosa,image819
Qué hay en el lado izquierdo del refrigerador de agua,rollo_de_tejido,image820
Qué hay detrás del rollo de papel higiénico,botella_de_liquido,image820
Qué hay detrás de la botella de licor,estufa,image820
Qué hay al lado izquierdo de la estufa,"cuenco, toalla",image820
Qué hay en el lado derecho del refrigerador,imagen,image821
Qué hay en el lado izquierdo del armario,microondas,image821
Qué hay en el lado izquierdo del microondas,horno,image821
Qué hay en el lado izquierdo de la toalla,maletín,image821
Qué hay en el lado izquierdo de la mesa,silla,image821
Qué hay delante de la silla en la mesa,periódicos,image822
Qué hay en el lado derecho del periódico,taza,image822
Qué hay en el lado izquierdo del periódico,pañuelos,image822
Qué hay delante de la mesa,silla,image823
Qué hay en la mesa,"monitor, altavoz",image823
Qué hay debajo de la mesa,cables,image823
Qué hay al lado izquierdo de la pared,refrigerador,image823
Qué hay encima de la flor,luz,image824
Qué hay delante de la flor,fruta,image824
de qué color es el refrigerador,gris,image824
Qué hay al lado izquierdo del fregadero,botella_de_liquido,image825
Qué hay en el lado izquierdo de la botella de líquido,planta_ornamental,image825
Qué hay delante de la planta ornamental,toalla,image825
Qué hay en el lado izquierdo de la toalla,estufa,image825
Qué hay en la estufa,cacerola,image825
Qué hay debajo de la mesa del horno,lavavajillas,image826
Qué hay al lado izquierdo del lavavajillas,cubo_de_basura,image826
Qué hay en el lavavajillas,lámina,image826
Cuál es el color del contenedor de basura,marrón,image827
Cuántos cajones hay,6,image827
Qué hay en el lado izquierdo de la mesa,microondas,image827
Qué hay en el lado izquierdo del microondas,toalla,image827
Qué hay detrás de la silla,persianas,image828
Qué hay al lado izquierdo de las sillas,cajón,image828
Qué hay en el lado más izquierdo de la mesa,impresora,image828
Qué hay encima de la impresora,microondas,image828
lo que está en el lado derecho de la impresora,caja_de_pañuelos,image829
lo que está en el lado derecho del tejido,papel,image829
Qué hay en el lado derecho de la mesa,monitor,image829
Qué hay al lado derecho de la pared,puerta,image829
Qué hay delante de la ventana,planta_ornamental,image830
Qué hay a la derecha de la planta ornamental,utensilio_de_cocina,image830
Cuál es el primer objeto en la mesa visible,botella,image830
Cuál es el objeto más alto,refrigerador,image830
Lo que está suspendido del techo,luz,image830
Qué hay en el lado derecho de la mesa,refrigerador,image831
Qué hay en el refrigerador,imán,image831
Qué hay delante de la silla,escoba,image831
Cuál es el color de la escoba,amarillo,image832
Qué hay a la izquierda de la escoba,ventilador,image832
Qué hay a la derecha de la escoba,silla,image832
Qué hay delante de la imagen,florero,image832
Qué hay en la silla del lado derecho,"ropa, bolso",image832
Qué hay al lado izquierdo del fregadero,utensilios_de_cocina,image833
Qué hay en el lado derecho de la silla,enfriador_de_agua,image833
Qué hay en el lado izquierdo del refrigerador,taburete,image833
Qué hay en el portacajones,toalla,image833
Qué hay en el lado izquierdo del plato,bol,image833
Qué hay por encima del grifo,persianas,image834
Qué hay en el lado derecho del grifo,botella_de_líquido_para_lavar_manos,image834
Qué hay en el lado derecho de la botella de líquido para lavado de manos,lámina,image834
Qué hay delante de la botella de líquido,pimentero,image835
lo que está en el lado derecho de la botella de líquido,lámina,image835
Qué hay detrás de la botella de líquido,estufa,image835
Qué hay en la estufa,"ropa, tetera",image835
Qué hay detrás del taburete,enfriador_de_agua,image836
Qué hay encima de la mesa,luz,image836
Qué hay en la pared,decoración_pared,image836
Qué hay debajo de la decoración de la pared,ventana,image836
Qué hay en el lado más izquierdo de la mesa,caja_de_pañuelos,image836
Qué hay en el lado derecho de la estufa,botella_de_liquido,image837
lo que está en el lado derecho de la botella de líquido,bolsa,image837
Qué hay al lado izquierdo de la estufa,horno,image837
Qué hay en la mesa central,control_remoto,image837
Qué hay en el lado derecho de la mesa,fruta,image838
Qué hay al lado izquierdo del fregadero,toalla,image838
Qué hay a la izquierda del equipo negro,rollo_de_tejido,image838
Qué hay delante del tazón,lámina,image839
Qué hay delante del cable,papel,image839
Qué hay delante del periódico,bolígrafo,image839
Qué hay detrás del grifo,jarra,image840
Qué hay a la derecha del fregadero,máquina_de_café,image840
Qué hay en el lado derecho de la máquina de café,"taza, fruta",image840
Qué hay delante de la copa,toalla,image840
Qué hay en el fregadero,"plato, espátula",image840
Qué hay en el lado derecho de la fruta,envase,image841
Qué hay en el lado derecho del cable,rollo_de_tejido,image841
lo que está en el lado derecho del rollo de tejido,envase,image841
Qué hay en la mesa,"cuenco, papel",image842
Qué hay alrededor de la mesa,silla,image842
Qué hay en el lado izquierdo del enchufe,imagen,image842
Qué hay detrás de la silla,puerta,image842
Qué hay en el lado derecho del refrigerador,hervidor_eléctrico,image843
Qué hay en el lado izquierdo del refrigerador,cartel_pizarra,image843
Qué hay a la izquierda del cartel,imagen,image843
Qué hay delante de la imagen,"silla, mesa",image843
Qué hay en el lado derecho del cable,fruta,image844
Qué hay delante de la fruta,botella,image844
Qué hay a la derecha del fregadero,envase,image844
Qué hay en el lado izquierdo de la tetera eléctrica,envase,image844
Qué hay en el lado derecho de la estufa,taza,image845
Qué hay encima de la estufa,microondas,image845
Qué hay debajo de la estufa,cajón,image845
Cuál es el color de la taza,amarillo,image845
Qué hay en el lado izquierdo del extractor de jugo,tarro,image846
Qué hay en el lado izquierdo del frasco,rollo_de_tejido,image846
Cuál es el color de la cuchara,azul,image846
Qué hay detrás del grifo,planta_ornamental,image847
Qué hay en el lado derecho del grifo,rollo_de_tejido,image847
Qué hay en el colgador,toalla,image847
Qué hay en el lado izquierdo del cable,hervidor_eléctrico,image847
Qué hay al lado izquierdo del fregadero,botella_de_líquido_para_lavar_manos,image847
Qué hay detrás de la planta ornamental,persianas,image848
Qué hay al lado izquierdo del fregadero,taza,image848
Qué hay en el lado izquierdo de la caja gris,fruta,image848
Qué hay en el colgador,toalla,image848
Qué hay en el lado izquierdo del tazón,horno,image849
Qué hay en el lado derecho del tazón,elemento_decorativo,image849
Qué hay delante de la mesa,silla,image850
Qué hay en la mesa,"taza, dispensador_de_agua",image850
Qué hay delante de la placa de conmutación,papel,image850
lo que está en la parte derecha de la copa,bolsa,image851
Cuál es el color de la bolsa,negro,image851
Qué hay en la mesa,"fruta, cesta",image852
Qué hay en el refrigerador,"papel, imán",image852
Qué hay en el lado derecho del grifo,bol,image853
Cuál es el color del tazón,blanco,image853
Cuál es el objeto de color plateado y gris,microondas,image853
Qué hay en el lado derecho de la botella,"estante_para_cuchillos, cuchillo",image853
Cuántos botones hay,6,image854
Qué hay en la mesa,estufa,image854
Qué hay en el lado izquierdo del microondas,refrigerador,image854
Qué hay detrás de la estufa,envase,image854
Qué hay en el lado derecho del mezclador eléctrico,salero,image855
Cuál es el gran objeto negro en el lado derecho del portacuchillos,"estante_para_cuchillos, cuchillo",image855
Cuántos cajones están visibles,11,image855
Qué hay en el lado derecho del teléfono,rollo_de_tejido,image856
Qué hay en el lado derecho del papel,botella_de_líquido_para_lavar_manos,image856
Qué hay encima y detrás del teléfono,cartón,image856
Qué hay detrás del rollo de papel higiénico,silla,image856
Qué hay delante de la placa de conmutación,bol,image857
Qué hay delante del tazón,lámina,image857
Qué hay en el lado más izquierdo de la mesa,microondas,image857
Qué hay delante del microondas,botella_de_liquido,image857
Qué hay al lado izquierdo del grifo,botella_de_liquido,image858
Qué hay en el lado derecho del grifo,botella,image858
Qué hay en el lado izquierdo de la botella de líquido,toalla,image858
Qué hay en la toalla,exprimidor,image858
Qué hay en la mesa,"utensilios_de_cocina, toalla, exprimidor",image859
Cuál es el color del líquido,rojo,image859
Cuál es el color del buque más grande,blanco,image859
Qué hay en el lado derecho del cable,papel,image860
Qué hay en el lado derecho del papel,pan,image860
Qué hay al lado izquierdo del fregadero,tabla_de_cortar,image860
De qué color es la pared,"rojo, amarillo",image860
Qué hay por encima del grifo,imagen,image860
Qué es el paño blanco en el lado derecho del fregadero,toalla,image861
Qué hay en la tabla de corte,cuchillo,image861
Cuál es el objeto en el lado derecho de la máquina blanca,jarra,image862
Qué hay en el soporte en el lado derecho de la jarra,taza,image862
Qué hay en el lado derecho de la mesa,máquina_de_café,image862
Qué hay al lado izquierdo de la silla,juguete,image863
Qué hay en la mesa,botella,image863
Qué hay en la pared,imagen,image863
Qué hay detrás de la silla,ventana,image863
Qué hay en el lado derecho de la silla,bolsa,image864
Cuál es el objeto púrpura en la mesa,botella_de_liquido,image864
Qué hay delante de la silla debajo de la mesa,cubo_de_basura,image864
Qué hay delante de la toalla,botella,image865
Qué hay al lado izquierdo del fregadero,utensilios_de_cocina,image865
Qué hay en el lado derecho del refrigerador,cubo_de_basura,image865
Cuál es el color del contenedor de basura,negro,image865
Cuál es el color de la botella en el lado derecho del horno,verde,image866
Qué hay por encima del grifo,persianas,image866
Qué hay en la estufa,contenedor_aceite,image867
lo que está en el lado derecho del contenedor,cacerola,image867
Qué hay en el lado derecho de la sartén,horno,image867
Qué hay encima de la estufa,microondas,image867
Cuántos botones hay en la estufa,4,image867
Qué es el tablero verde en el stand,tabla_de_cortar,image868
Qué hay debajo del estante de utensilios de cocina,lavavajillas,image868
Qué hay en la pared,imagen,image869
Qué hay al lado izquierdo de la pared,persianas,image869
lo que está delante de las persianas,silla,image869
Qué está apoyado contra la pared,plato_decorativo,image870
Qué hay a la derecha del fregadero,salero,image870
Qué hay a la derecha del salero,rollo_de_tejido,image870
lo que está en el lado derecho del rollo de tejido,bol,image870
Qué hay en el microondas,utensilio_de_cocina,image871
Qué hay en el lado izquierdo del microondas,horno,image871
Qué hay en el lado derecho del microondas,refrigerador,image871
Qué hay en el refrigerador,"papel, foto",image871
Cuántas toallas hay,2,image872
Qué hay en la mesa lateral derecha,"máquina_de_cafetera, recipiente, planta_ornamental",image872
Qué hay debajo del armario,microondas,image872
Qué hay debajo del microondas,botella_de_liquido,image872
Qué hay por encima del grifo,ventana,image873
Qué hay al lado izquierdo del fregadero,pararse,image873
Qué hay a la izquierda del soporte,rollo_de_tejido,image873
Qué hay delante de la ventana,planta_ornamental,image873
lo que está en el lado izquierdo del rollo de tejido,taza,image874
Qué hay en el lado izquierdo del cable,máquina,image874
Qué hay delante de la máquina,tetera,image874
Qué hay en el lado izquierdo del taburete,refrigerador,image875
Cuántos cajones hay,7,image875
Lo que está suspendido del techo,luz,image875
Qué hay en el mango,toalla,image876
Qué hay en el lado derecho del microondas,elemento_decorativo,image876
Qué hay delante de la mesa,cubo_de_basura,image876
Cuál es el color del objeto decorativo,rojo,image876
Qué hay en la estufa,tetera,image877
Qué hay en el lado derecho del contenedor de basura,bolsa,image877
Qué hay en el lado derecho de la estufa,televisión,image877
Qué hay en el lado derecho del televisor,utensilio_de_cocina,image877
Qué hay en la mesa,florero,image877
Qué hay en el lado izquierdo del jarrón,pararse,image878
Qué hay alrededor de la mesa,silla,image878
Qué hay detrás de la silla,persianas,image878
Cuántos controles remotos hay,2,image879
Qué hay en la pared,imagen,image879
Cuántas sillas hay,4,image879
Cuál es el color de la mesa y la silla,negro,image879
Qué hay en la mesa,"papel, artículo_decorativo",image880
Qué hay delante de la mesa,silla,image880
Cuántas sillas hay,4,image880
Qué hay en el tazón,libros,image881
Qué hay en el lado derecho del armario,máquina,image881
Lo que está suspendido del techo,luz,image882
Qué hay alrededor de la mesa,silla,image882
Qué hay detrás del grifo,planta_ornamental,image883
Qué hay detrás de la planta ornamental,ventana,image883
Qué hay en la pared,imagen,image883
Qué hay en el lado izquierdo de los cajones,taburete,image884
Qué hay en la mesa,"papel, cartón",image884
Qué hay en el lado izquierdo de la mesa,refrigerador,image884
Qué hay al lado izquierdo del fregadero,pararse,image885
Qué hay a la derecha del fregadero,cartón,image885
Qué hay delante de la pared,lámpara,image885
Qué hay en la mesa,"molinillo_de_café, papeles",image886
Qué hay detrás de la molinilla de café,silla,image886
Qué hay en el lado derecho de la silla,mesa,image887
Qué hay en la mesa,papel,image887
Qué hay alrededor de la mesa,silla,image888
Qué hay en la mesa,"papel, libro, vaso_plástico",image888
Qué hay en la pared,imagen,image888
Qué hay detrás de la silla,ventana,image888
Cómo están las sillas de hombre,6,image888
Qué hay delante del microondas,utensilio,image889
Qué hay en el lado derecho del microondas,refrigerador,image889
Qué hay en el lado derecho del refrigerador,horno,image889
Qué hay en el lado izquierdo de la mesa,silla,image889
Cuál es el objeto más grande de la mesa,planta_ornamental,image890
lo que está esparcido sobre la mesa,papel,image890
Cuántos cajones están visibles,11,image890
Qué hay a la derecha del fregadero,"caja_de_plástico, tapa_olla_de_cocina",image891
Qué hay al lado izquierdo del fregadero,envase,image891
Qué hay en el lado izquierdo del contenedor,rollo_de_tejido,image891
Qué hay al lado izquierdo del grifo,fruta,image891
Cuántos cajones hay,8,image892
Qué hay en la estufa,cacerola,image892
Qué hay al lado izquierdo del estante de la cocina,libro,image892
Qué hay en el lado derecho de la estufa,envase,image892
Qué hay al lado izquierdo del fregadero,taza,image893
Qué hay en el lado izquierdo de la copa,toalla,image893
Qué hay en la mesa,"papel, bolsa",image893
lo que está en el lado derecho del portavelas,taza,image894
Qué hay debajo de la copa,papel,image894
Cuántas plantas ornamentales hay,2,image894
Qué hay en la silla,ropa,image895
Qué hay en el lado izquierdo del monitor,teléfono_inalámbrico,image895
Qué hay en el lado derecho de la mesa,refrigerador,image896
Qué hay al lado izquierdo de la olla eléctrica,calentador_de_agua,image897
Qué hay a la izquierda del calentador de agua caliente,rollo_de_tejido,image897
Qué hay delante del rollo de papel higiénico,vidrio,image897
Qué hay en el lado derecho de la mesa,rollo_de_tejido,image898
lo que está en el lado izquierdo del rollo de tejido,"estante_para_cuchillos, cuchillo",image898
Qué hay a la derecha del fregadero,bol,image898
Cuántos cajones hay,4,image898
Qué hay delante de la mesa,bol,image899
Qué hay detrás del grifo,ventana,image899
Cuántas sillas hay alrededor de la mesa,silla,image900
Qué hay en el lado derecho de la silla,planta_ornamental,image900
Qué hay delante de la planta ornamental,perro,image900
Qué hay a la derecha de la planta ornamental,persianas,image900
Cuál es el color de la mesa,negro,image901
Cuántas sillas son visibles,3,image901
Qué hay en el lado derecho de la silla,cubo_de_basura,image901
Qué hay al lado izquierdo del grifo,planta_ornamental,image902
Qué hay en el lado derecho del grifo,libro,image902
Qué hay en la pared,imagen,image902
lo que está encima de la planta ornamental,botella,image902
Cuál es el objeto más grande de la mesa,monitor,image903
Qué hay encima del monitor,bol,image903
lo que está en el lado derecho del monitor,taza,image903
Cuántas plantas ornamentales hay,4,image904
lo que está en la parte derecha de la copa,papel,image904
Qué hay en el lado derecho del papel,maceta_ornamental,image904
lo que está en el lado derecho de la placa de conmutación central,máquina_de_café,image905
Qué hay en el techo,"ventilador, luz",image906
Qué hay en la mesa,estufa,image906
Qué hay delante de la mesa,bolsa,image906
Qué hay en las estanterías,imagen,image906
Qué hay en el lado derecho del utensilio de cocina,lámina,image907
Qué hay en el lado derecho del grifo,botella_de_jabon,image907
Qué hay en el lado derecho del armario,horno,image907
Qué hay por encima del grifo,persianas,image907
Qué hay en el lado izquierdo de la copa,rollo_de_tejido,image908
Qué hay en el lado izquierdo del cajón,refrigerador,image908
Qué hay en el lado izquierdo del refrigerador,puerta,image908
Qué hay debajo del fregadero,cajón,image908
Qué hay en la cama,almohada,image909
Qué hay al lado izquierdo de la cama,mesita_de_noche,image909
Qué hay en el puesto de noche,lámpara,image909
Qué hay a la izquierda del puesto de noche,cubo_de_basura,image909
Qué hay en la pared,imagen,image909
Cuántas almohadas hay,4,image910
Qué hay al lado derecho de la cama,silla,image910
Qué hay en el lado derecho de la silla,libro,image910
Qué hay al lado derecho de la cortina,persianas,image910
Qué hay encima de la silla,imagen,image910
Qué hay en el lado derecho de la mesa del cajón,puerta,image911
Qué hay en el lado izquierdo de la mesa del cajón,cortina,image911
Qué hay al lado izquierdo de las cortinas,persianas,image911
Qué hay a la derecha de la puerta,televisión,image912
Qué hay debajo del televisor,reproductor_de_dvd,image912
Cuántas fotos hay en la pared,2,image913
Qué hay a ambos lados de las imágenes,persianas,image913
Qué hay en la pared a la derecha de las persianas,televisión,image913
Qué hay en la mesa,imagen,image913
Qué hay en el suelo,juguete,image913
Qué hay en la cama,almohada,image914
Cuántas imágenes son visibles,3,image914
Qué hay al lado derecho de la cama,mesita_de_noche,image914
Qué hay a la derecha del puesto nocturno,persianas,image914
Cuántas sillas hay,1,image915
Qué hay en el lado derecho de la silla,cama,image915
Qué hay encima de la cama,imagen,image915
Qué hay en el puesto de noche,"lámpara, libro",image916
Qué hay a la derecha del puesto nocturno,cubo_de_basura,image916
Cuántas fotos hay en la pared,5,image917
Qué hay en el puesto de noche,"lámpara, caja_de_pañuelos, libro",image917
Qué hay en el lado derecho de la mesa del cajón,silla,image917
Qué hay en el lado izquierdo del armario,guitarra,image918
Qué hay a cada lado del armario,imagen,image918
Qué hay delante de la guitarra,estuche_guitarra,image918
Cuántos cajones hay,3,image919
El agua está en la mesa del cajón.,"lámpara, juguete",image920
Qué hay en la mesa lateral derecha,"televisión, reproductor_de_dvd",image920
Qué hay en el lado izquierdo de la mesa,cama,image920
Qué hay a cada lado de la mesa del cajón,persianas,image920
Cuántas fotos hay en la pared,5,image921
Qué hay en la cama,"almohada, edredón",image921
Qué hay en el lado izquierdo de la imagen,decoración_pared,image922
Qué hay en la mesa,mochila,image922
Qué hay en la puerta,elemento_decorativo,image922
Qué hay delante de la pared,silla,image922
Qué hay en el lado más izquierdo de la mesa,reloj,image923
Qué hay encima de la mesa,espejo,image923
lo que se ve en el reflejo del espejo,cajón,image923
Qué hay en la pared del lado izquierdo del reloj,cortina,image923
Qué hay a cada lado de la cama,mesita_de_noche,image924
Cuál es el objeto más alto en el puesto de noche,lámpara,image924
